movement_id,origin_district,destination_code,destination_name,destination_district,destination_sub_district,destination_X,destination_Y,destination_in_cluster,destination_cluster_name,species,number,weekly_volume
D-BGR-129-1-01-IN,PURWAKARTA,D-BGR-129,CV MANDIRI,BOGOR,CILEUNGSI,106.9575,-6.402267,No,,BR,800,2800
D-BGR-129-1-02-IN,CIANJUR,D-BGR-129,CV MANDIRI,BOGOR,CILEUNGSI,106.9575,-6.402267,No,,BR,800,2800
D-BGR-130-1-01-IN,BOGOR,D-BGR-130,BAPAK PARNO,BOGOR,CILEUNGSI,106.959133,-6.401367,No,,BR,1800,12600
D-BGR-131-1-01-IN,BOGOR,D-BGR-131,PD HMS,BOGOR,CILEUNGSI,106.964483,-6.411433,No,,BR,1000,5000
D-BGR-132-1-01-IN,BOGOR,D-BGR-132,CV BUNGA PRAM,BOGOR,CILEUNGSI,106.955667,-6.40485,No,,BR,600,4200
D-BGR-134-1-01-IN,CIANJUR,D-BGR-134,PEMOTONGAN KIKI,BOGOR,CITEUREUP,106.874533,-6.49815,No,,BR,1000,5000
D-BGR-134-1-02-IN,SUKABUMI,D-BGR-134,PEMOTONGAN KIKI,BOGOR,CITEUREUP,106.874533,-6.49815,No,,BR,4000,20000
D-BGR-134-1-03-IN,BOGOR,D-BGR-134,PEMOTONGAN KIKI,BOGOR,CITEUREUP,106.874533,-6.49815,No,,BR,1000,5000
D-BGR-138-1-01-IN,BOGOR,D-BGR-138,Alatas,BOGOR,KELAPA NUNGGAL,106.972033,-6.455117,No,,BR,250,250
D-BGR-140-1-01-IN,BOGOR,D-BGR-140,BAPAK EMUS/MUSLIHAT,BOGOR,CIAWI,106.861383,-6.677717,No,,BR,150,150
D-BGR-163-1-01-IN,BOGOR,D-BGR-163,USAHA MANDIRI,BOGOR,CIGOMBONG,106.78395,-6.745717,No,,BR,200,600
D-BGR-163-1-02-IN,CIANJUR,D-BGR-163,USAHA MANDIRI,BOGOR,CIGOMBONG,106.78395,-6.745717,No,,BR,200,400
D-BGR-171-1-01-IN,LEBAK,D-BGR-171,WANDI,BOGOR,LEUWILIANG,106.641533,-6.609,No,,BR,200,800
D-BGR-171-1-02-IN,BOGOR,D-BGR-171,WANDI,BOGOR,LEUWILIANG,106.641533,-6.609,No,,BR,200,600
D-BGR-172-1-01-IN,BOGOR,D-BGR-172,LONGYAM,BOGOR,CIBUNGBULANG,106.653233,-6.612617,No,,BR,500,500
D-BGR-173-1-01-IN,BOGOR,D-BGR-173,ELI,BOGOR,CIBUNGBULANG,106.632383,-6.573367,No,,AK,15,45
D-BGR-173-1-02-IN,BOGOR,D-BGR-173,ELI,BOGOR,CIBUNGBULANG,106.632383,-6.573367,No,,DU,10,20
D-BGR-181-1-01-IN,BOGOR,D-BGR-181,DULOH,BOGOR,PAMIJAHAN,106.671483,-6.62095,No,,BR,100,200
D-BGR-188-1-01-IN,BOGOR,D-BGR-188,KIOS AYAM HIDUP PASAR CIGUDEG,BOGOR,CIGUDEG,106.535317,-6.5493,No,,LA,75,150
D-BGR-188-1-02-IN,TANGERANG,D-BGR-188,KIOS AYAM HIDUP PASAR CIGUDEG,BOGOR,CIGUDEG,106.535317,-6.5493,No,,LA,75,150
D-BGR-190-1-01-IN,BOGOR,D-BGR-190,H. BADRU,BOGOR,TENJO,106.447717,-6.33585,No,,BR,200,400
D-BGR-190-1-02-IN,TANGERANG,D-BGR-190,H. BADRU,BOGOR,TENJO,106.447717,-6.33585,No,,LA,300,600
D-BGR-191-1-01-IN,TANGERANG,D-BGR-191,FATHINUDDIN,BOGOR,TENJO,106.4626,-6.32845,No,,LA,50,350
D-BGR-191-1-02-IN,BOGOR,D-BGR-191,FATHINUDDIN,BOGOR,TENJO,106.4626,-6.32845,No,,BR,10,10
D-BGR-195-1-01-IN,CIANJUR,D-BGR-195,ROSID,BOGOR,JASINGA,106.443283,-6.393283,No,,LA,1000,2000
D-BGR-195-1-02-IN,SUKABUMI,D-BGR-195,ROSID,BOGOR,JASINGA,106.443283,-6.393283,No,,LA,1000,1000
D-BGR-197-1-01-IN,CIANJUR,D-BGR-197,RATU CHICKEN,BOGOR,CISARUA,106.925483,-6.6737,No,,BR,25,175
D-BGR-197-2-01-IN,CIANJUR,D-BGR-199,MANDIRI,BOGOR,CISARUA,106.92645,-6.673817,No,,BR,200,1400
D-BGR-197-3-01-IN,BOGOR,D-BGR-200,YANTO,BOGOR,CISARUA,106.9311,-6.680067,No,,AK,1,7
D-BGR-197-3-02-IN,BOGOR,D-BGR-200,YANTO,BOGOR,CISARUA,106.9311,-6.680067,No,,LA,5,35
D-BGR-206-1-01-IN,SERANG,D-BGR-206,HERMAN (ID LAMA:SAMSUL),BOGOR,CISEENG,106.703117,-6.45365,No,,BR,2000,14000
D-BGR-206-2-01-IN,BOGOR,D-BGR-207,HOGURT FARM,BOGOR,CISEENG,106.694983,-6.435083,No,,BR,300,1500
D-BGR-206-3-01-IN,INDRAMAYU,D-BGR-208,UD. MANDIRI,BOGOR,CISEENG,106.694983,-6.4346,No,,BR,2000,8000
D-BGR-206-3-02-IN,INDRAMAYU,D-BGR-208,UD. MANDIRI,BOGOR,CISEENG,106.694983,-6.4346,No,,BR,2000,6000
D-BGR-209-1-01-IN,SUKABUMI,D-BGR-209,ARKA PRIMA,BOGOR,PARUNG,106.693067,-6.42785,No,,BR,3000,3000
D-BGR-209-1-02-IN,PANDEGLANG,D-BGR-209,ARKA PRIMA,BOGOR,PARUNG,106.693067,-6.42785,No,,BR,3000,3000
D-BGR-209-1-03-IN,BOGOR,D-BGR-209,ARKA PRIMA,BOGOR,PARUNG,106.693067,-6.42785,No,,BR,3000,3000
D-BGR-211-1-01-IN,BOGOR,D-BGR-211,SULTAN MULTI Ps,BOGOR,PARUNG,106.690483,-6.44505,No,,BR,500,2000
D-BGR-212-1-01-IN,BOGOR,D-BGR-212,OON,BOGOR,CISEENG,106.688333,-6.444667,No,,BR,500,2000
D-BGR-212-2-01-IN,SUKABUMI,D-BGR-213,AL-BAHRI FARM,BOGOR,CISEENG,106.68915,-6.445283,No,,BR,1000,3000
D-BGR-212-2-02-IN,SERANG,D-BGR-213,AL-BAHRI FARM,BOGOR,CISEENG,106.68915,-6.445283,No,,BR,1000,2000
D-BGR-212-2-03-IN,BOGOR,D-BGR-213,AL-BAHRI FARM,BOGOR,CISEENG,106.68915,-6.445283,No,,BR,1000,2000
D-BGR-214-1-01-IN,BOGOR,D-BGR-214,DIDING,BOGOR,CIBUNGBULANG,106.6392,-6.574883,No,,BR,500,1000
D-BGR-214-1-02-IN,BOGOR,D-BGR-214,DIDING,BOGOR,CIBUNGBULANG,106.6392,-6.574883,No,,BR,500,1000
D-BGR-214-1-03-IN,TANGERANG,D-BGR-214,DIDING,BOGOR,CIBUNGBULANG,106.6392,-6.574883,No,,BR,500,1000
D-BGR-214-1-04-IN,BOGOR,D-BGR-214,DIDING,BOGOR,CIBUNGBULANG,106.6392,-6.574883,No,,BR,500,500
D-BGR-214-2-01-IN,BOGOR,D-BGR-215,H. DADO,BOGOR,CIBUNGBULANG,106.64355,-6.57955,No,,BR,1000,7000
D-BGR-214-3-01-IN,BOGOR,D-BGR-216,KELOMPOK MITRA,BOGOR,CIBUNGBULANG,106.655033,-6.568917,No,,BR,1000,2000
D-BGR-214-3-02-IN,BOGOR,D-BGR-216,KELOMPOK MITRA,BOGOR,CIBUNGBULANG,106.655033,-6.568917,No,,BR,1000,1000
D-BGR-214-3-03-IN,LEBAK,D-BGR-216,KELOMPOK MITRA,BOGOR,CIBUNGBULANG,106.655033,-6.568917,No,,BR,1000,3000
D-BGR-214-3-04-IN,LEBAK,D-BGR-216,KELOMPOK MITRA,BOGOR,CIBUNGBULANG,106.655033,-6.568917,No,,BR,1000,1000
D-BGR-217-1-01-IN,BOGOR,D-BGR-217,OMAN,BOGOR,CIBUNGBULANG,106.6421,-6.562683,No,,BR,200,1400
D-BGR-218-1-01-IN,BOGOR,D-BGR-218,AHUM,BOGOR,CIBUNGBULANG,106.641183,-6.56215,No,,BR,400,1600
D-BGR-218-1-02-IN,BOGOR,D-BGR-218,AHUM,BOGOR,CIBUNGBULANG,106.641183,-6.56215,No,,BR,400,1200
D-BGR-218-2-01-IN,BOGOR,D-BGR-219,MUMUH,BOGOR,NANGGUNG,106.546217,-6.581667,No,,BR,100,200
D-BGR-218-2-02-IN,SUKABUMI,D-BGR-219,MUMUH,BOGOR,NANGGUNG,106.546217,-6.581667,No,,BR,100,200
D-BGR-218-2-03-IN,BOGOR,D-BGR-219,MUMUH,BOGOR,NANGGUNG,106.546217,-6.581667,No,,LA,100,100
D-BGR-220-1-01-IN,BOGOR,D-BGR-220,NENG NOVI,BOGOR,NANGGUNG,106.54795,-6.578783,No,,BR,300,600
D-BGR-220-1-02-IN,BOGOR,D-BGR-220,NENG NOVI,BOGOR,NANGGUNG,106.54795,-6.578783,No,,LA,300,300
D-BGR-222-1-01-IN,BOGOR,D-BGR-222,KUSNAWATI,BOGOR,LEUWISADENG,106.563033,-6.563483,No,,BR,400,1600
D-BGR-222-1-02-IN,BOGOR,D-BGR-222,KUSNAWATI,BOGOR,LEUWISADENG,106.563033,-6.563483,No,,BR,400,1200
D-BGR-223-1-01-IN,TANGERANG,D-BGR-223,RIZAL/AHMAD GHOZALI (ID LAMA: ROJALI),BOGOR,PARUNG PANJANG,106.576417,-6.348717,No,,BR,70,490
D-BGR-223-1-02-IN,BOGOR,D-BGR-223,RIZAL/AHMAD GHOZALI (ID LAMA: ROJALI),BOGOR,PARUNG PANJANG,106.576417,-6.348717,No,,BR,30,210
D-BGR-223-2-01-IN,BOGOR,D-BGR-224,H. USMAN,BOGOR,CIOMAS,106.758117,-6.602217,No,,BR,700,1750
D-BGR-223-2-02-IN,SUKABUMI,D-BGR-224,H. USMAN,BOGOR,CIOMAS,106.758117,-6.602217,No,,BR,700,1750
D-BGR-223-2-03-IN,SUKABUMI,D-BGR-224,H. USMAN,BOGOR,CIOMAS,106.758117,-6.602217,No,,BR,500,1000
D-BGR-223-2-04-IN,BOGOR,D-BGR-224,H. USMAN,BOGOR,CIOMAS,106.758117,-6.602217,No,,AK,50,50
D-BGR-223-2-05-IN,SUKABUMI,D-BGR-224,H. USMAN,BOGOR,CIOMAS,106.758117,-6.602217,No,,DU,60,180
D-BGR-225-1-01-IN,BOGOR,D-BGR-225,EMAD,BOGOR,CIOMAS,106.744,-6.59285,No,,BR,400,1200
D-BGR-225-1-02-IN,SUKABUMI,D-BGR-225,EMAD,BOGOR,CIOMAS,106.744,-6.59285,No,,BR,400,800
D-BGR-225-1-03-IN,BOGOR,D-BGR-225,EMAD,BOGOR,CIOMAS,106.744,-6.59285,No,,BR,400,400
